StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-09-25 14:37:20,2022-09-25 14:59:33,0,72.199.49.27,100,1332,1,2022-09-25 14:59:33,R_24NxCae9HaXpLPF,,,,,32.6773,-117.0477,anonymous,EN,1,4,A17158214,A17158214,0,0,3,5,5,1,3,5,0,5,0,5,5,0,0,3,3,0,0,5,0,0,3,2,3,1,5,0,1,3,0,3,1,1,3,5,0,3,3,0,5,0,0,1,0,1,3,1,1,5,0,5,0,2,5,0,0,0,0,5,0,5,5,3,2,1,4,4,2,3,1,4,4,3,4,2,2,1,9,2,,2,1,,1,,6,105,105,189,18,1,9,13,10,14,10,49,58,33,56,21,41452
2022-09-25 16:29:34,2022-09-25 16:46:40,0,128.54.147.78,100,1025,1,2022-09-25 16:46:41,R_Owj4siTL4ytSqbf,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16996276,A16996276,0,2,2,3,5,2,3,5,2,3,2,1,2,1,0,2,3,1,1,3,2,2,2,1,3,2,2,0,2,2,3,1,1,1,2,3,2,2,3,1,3,1,1,3,1,1,1,3,2,3,0,3,1,3,3,2,0,3,1,1,2,3,5,4,2,3,3,4,3,2,2,3,4,3,1,1,2,1,7,2,,2,1,,1,,5,189,189,189,,1,13,13,8,12,10,42,49,42,43,39,44738
2022-09-25 17:37:07,2022-09-25 17:45:13,0,104.28.85.229,100,486,1,2022-09-25 17:45:14,R_3egjzT3MZcgUYqs,,,,,32.7203,-117.1552,anonymous,EN,1,4,A15857116,A15857116,1,2,2,3,2,2,3,2,3,3,5,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,2,0,3,3,5,3,3,2,2,3,5,3,3,3,3,2,2,3,3,3,3,3,3,2,0,3,3,3,3,3,3,2,2,2,3,3,4,3,3,4,4,4,3,3,4,5,4,4,4,3,4,1,8,2,,2,1,,3,,7,189,189,189,,1,8,12,13,7,10,36,37,42,30,39,31904
2022-09-25 19:56:34,2022-09-25 20:13:12,0,128.54.198.161,100,997,1,2022-09-25 20:13:13,R_2xxa9Lty65MSeoF,,,,,34.1332,-118.0325,anonymous,EN,1,4,A17292252,A17292252,5,1,3,3,3,5,1,2,1,2,3,3,3,1,2,0,1,3,3,2,5,1,5,0,1,5,5,0,3,3,3,0,1,2,1,3,2,0,1,3,3,3,2,0,2,3,5,3,3,5,0,3,1,1,2,0,2,5,3,1,1,3,4,1,3,3,1,3,5,4,3,1,2,1,3,1,1,1,6,1,,1,3,,1,,3,189,189,189,,1,8,9,3,11,3,29,38,25,44,45,44837
2022-09-25 19:53:54,2022-09-25 20:16:56,0,76.176.205.13,100,1382,1,2022-09-25 20:16:57,R_Tp9tvm8NxkQnqyl,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17589290,A17589290,0,0,5,1,2,3,0,5,3,2,3,5,5,3,2,0,1,1,2,3,2,0,2,2,2,5,3,0,1,1,3,0,2,3,1,3,5,0,3,3,3,3,5,5,2,3,3,1,0,5,0,2,3,1,5,2,3,3,5,5,5,3,5,1,1,4,2,2,5,2,1,2,4,2,1,1,2,1,8,5,,2,4,Asexual,1,,5,171,171,189,15,1,14,11,6,12,4,52,37,18,30,50,44730
2022-09-25 22:43:49,2022-09-25 22:55:00,0,23.118.50.49,100,670,1,2022-09-25 22:55:00,R_XFGl6tA0Ag88T1D,,,,,37.2599,-121.9171,anonymous,EN,1,4,A16454660,A16454660,1,0,2,5,2,3,3,3,0,2,3,3,3,1,2,0,2,2,2,5,3,3,2,2,1,5,5,0,2,1,2,0,0,0,2,3,2,0,2,1,2,5,2,1,1,3,0,1,1,5,0,3,3,0,3,1,2,0,3,3,2,2,3,2,3,2,3,5,4,3,3,2,5,3,2,2,2,1,8,2,,2,4,Asexual,1,,7,189,189,189,,1,10,13,7,11,7,42,38,25,45,49,36292
2022-09-26 01:13:07,2022-09-26 01:58:15,0,68.252.127.1,100,2708,1,2022-09-26 01:58:16,R_3lDiqp1tkmfMRGw,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15590578,A15590578,0,1,3,3,3,5,2,1,1,1,3,5,3,3,3,0,3,2,3,2,5,1,3,1,1,5,5,0,0,0,0,0,1,0,0,2,3,1,3,0,2,5,1,5,0,5,1,3,2,3,0,1,3,2,1,1,3,5,5,0,1,1,2,1,4,5,3,3,4,3,4,3,3,2,3,2,3,1,10,3,,2,2,,8,"1,2",5,189,189,189,,1,8,8,9,7,5,40,31,29,40,56,30078
2022-09-26 13:21:10,2022-09-26 13:36:57,0,76.170.198.123,100,946,1,2022-09-26 13:36:58,R_1lmHMevz2sVPCSQ,,,,,33.816,-117.9692,anonymous,EN,1,4,A15902943,A15902943,3,1,2,5,5,2,2,1,0,3,3,2,1,1,2,1,2,1,2,2,3,1,3,1,3,2,3,0,1,2,2,1,2,3,3,5,3,3,2,0,5,3,1,2,1,1,1,3,1,3,0,3,0,2,2,1,0,2,1,2,0,3,1,2,3,1,2,1,4,3,3,2,1,4,3,3,2,1,9,2,,2,1,,5,,5,53,189,189,2,1,9,3,6,11,8,35,49,37,50,40,44946
2022-09-26 14:04:04,2022-09-26 14:15:28,0,104.14.70.228,100,684,1,2022-09-26 14:15:29,R_3s4EUDapiMhx2ZD,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16364334,A16364334,3,1,2,1,5,3,1,2,1,3,1,2,1,2,3,5,1,2,1,5,5,1,3,2,3,3,3,0,1,1,3,0,1,1,1,3,3,0,3,3,3,3,3,1,2,1,3,1,3,2,0,3,3,1,3,3,0,3,2,3,1,3,3,1,2,4,2,2,4,4,4,3,4,1,5,2,1,1,8,5,,2,2,,7,,4,189,189,189,,1,7,9,6,8,4,37,47,25,34,41,40355
2022-09-26 14:23:31,2022-09-26 14:34:31,0,128.54.171.103,100,660,1,2022-09-26 14:34:32,R_9YqnwMS9a1KHVC1,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17039684,A17039684,0,2,5,3,2,2,2,3,1,2,5,1,2,1,1,2,5,2,2,3,5,1,3,1,3,3,1,0,1,0,1,5,3,0,2,3,1,3,3,3,3,1,1,1,2,1,1,3,2,3,0,3,0,2,2,2,2,2,2,3,2,5,1,4,2,3,3,3,2,3,3,4,4,3,3,4,4,1,7,2,,2,1,,8,"3,4",4,189,189,189,,1,10,8,11,8,11,42,46,43,38,38,44954
2022-09-26 14:28:57,2022-09-26 14:40:47,0,75.80.48.117,100,710,1,2022-09-26 14:40:48,R_2xLzTJUGsjfxv2z,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16430110,A16430110,3,5,5,5,3,3,5,3,1,3,3,0,2,0,1,1,5,0,3,5,1,3,5,1,3,1,1,0,0,3,1,1,3,1,1,3,1,3,5,0,5,1,1,1,1,1,1,3,1,5,0,5,1,1,2,1,1,3,1,3,0,5,1,3,3,2,4,1,3,3,2,4,5,2,3,3,4,1,8,2,,2,3,,8,"2,4",5,189,189,189,,1,9,7,12,11,8,45,52,50,49,36,39099
2022-09-26 14:35:25,2022-09-26 14:46:50,0,128.54.203.114,100,685,1,2022-09-26 14:46:50,R_2YQjjUE75iWxv3Y,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16821066,A16821066,0,1,3,5,5,3,5,3,0,5,5,5,1,0,1,0,1,0,0,5,5,3,3,0,1,5,5,0,0,3,3,0,1,1,3,3,3,1,5,0,3,5,1,1,1,1,0,1,1,5,0,5,3,0,3,0,0,5,3,1,0,3,1,2,5,5,3,2,5,4,4,2,2,1,4,5,2,1,7,2,,2,3,,2,,4,189,189,189,,1,5,5,7,4,4,43,49,28,57,57,42946
2022-09-26 15:19:23,2022-09-26 15:38:03,0,128.54.211.24,100,1119,1,2022-09-26 15:38:04,R_vlEhL64uBNYP9S1,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16758812,A16758812,0,1,3,3,3,2,2,3,1,3,5,3,3,2,1,0,3,1,2,3,5,1,1,1,3,5,3,0,1,2,1,0,1,0,3,5,1,2,3,3,3,2,1,3,2,3,0,2,1,3,0,3,2,2,5,1,1,5,2,3,2,5,2,2,4,3,2,5,4,2,4,3,4,3,4,4,2,1,6,5,,2,4,Demisexual,1,,7,189,189,189,,1,8,11,7,7,7,50,48,33,41,51,42345
2022-09-26 15:31:55,2022-09-26 15:53:41,0,71.142.244.213,100,1305,1,2022-09-26 15:53:42,R_1mL6zmDpB0C2k7c,,,,,32.8595,-117.2124,anonymous,EN,1,4,15923903,15923903,1,1,3,3,3,3,5,3,0,1,3,3,3,1,1,1,1,0,0,3,1,1,1,0,3,3,3,0,0,0,5,0,1,1,5,3,3,1,5,0,3,3,1,1,0,5,1,1,1,5,0,3,1,1,3,1,1,1,3,3,0,3,4,4,3,3,4,2,3,3,2,2,4,4,3,3,3,1,9,2,,2,2,,3,,4,189,189,189,,1,9,10,9,10,11,49,40,29,53,43,31854
2022-09-26 16:14:42,2022-09-26 16:30:25,0,68.252.124.154,100,943,1,2022-09-26 16:30:26,R_3kcFqJ3awBqGwiU,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16941617,A16941617,2,3,3,3,3,2,3,3,2,3,2,2,3,3,1,2,3,1,3,2,1,3,2,3,1,3,2,0,1,2,3,2,3,2,3,1,1,3,3,1,3,3,1,2,2,3,1,1,2,2,0,2,3,2,3,1,1,1,3,3,3,2,4,4,3,2,3,4,3,3,2,2,4,3,3,2,3,1,8,2,,2,1,,1,,6,37,37,189,11,4,9,12,8,12,10,44,37,41,36,37,42742
2022-09-25 17:58:47,2022-09-26 16:33:27,0,69.196.45.247,100,81280,1,2022-09-26 16:33:28,R_A6BXD0EguHJD5vP,,,,,33.7338,-116.9299,anonymous,EN,1,4,A14854922,A14854922,0,1,1,3,3,3,2,2,1,2,2,1,2,1,2,0,2,1,1,3,3,2,2,2,1,3,3,0,3,3,3,0,0,1,3,2,1,2,1,0,2,3,3,1,1,3,0,1,1,3,0,1,5,1,2,1,1,5,3,2,1,2,4,2,3,4,3,3,5,3,4,2,4,2,3,4,3,1,10,2,,2,1,,1,,5,37,37,189,18,1,9,11,8,6,5,35,35,29,48,51,25902
2022-09-26 16:56:01,2022-09-26 17:11:21,0,76.178.124.56,100,919,1,2022-09-26 17:11:22,R_6Ycy2J25bgjeaOZ,,,,,33.0287,-117.0846,anonymous,EN,1,4,A17570381,A17570381,0,1,5,5,3,3,5,5,0,2,5,5,5,1,1,1,5,0,0,5,3,1,0,0,3,3,3,0,2,3,2,0,2,1,3,5,0,3,5,0,3,2,1,3,0,2,2,3,0,5,0,3,2,0,5,0,1,3,2,1,0,5,2,4,2,1,5,4,2,3,1,4,3,3,3,3,3,1,32,2,,2,1,,2,,5,189,189,189,,1,10,9,12,13,11,53,48,36,57,45,44977
2022-09-26 16:51:16,2022-09-26 17:13:46,0,99.76.228.190,100,1349,1,2022-09-26 17:13:46,R_25HenYbXpyjzauq,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17177136,A17177136,3,2,1,3,2,3,2,2,1,2,3,3,2,1,3,1,3,1,2,2,1,2,3,0,1,3,3,0,2,3,3,1,1,1,2,1,2,2,2,1,3,3,1,0,1,2,1,2,3,3,0,2,5,2,1,1,1,2,5,1,1,1,2,3,3,2,1,3,3,2,2,1,4,3,4,3,3,1,9,1,,1,1,,3,,6,189,189,189,,1,9,9,5,11,9,31,33,33,47,43,41933
2022-09-26 17:25:12,2022-09-26 17:38:18,0,128.54.10.16,100,786,1,2022-09-26 17:38:19,R_W3ETimGEm0ErGI9,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16662467,A16662467,0,3,3,5,2,3,5,5,0,1,0,5,5,0,0,2,3,1,5,3,5,5,3,0,2,2,2,0,5,3,5,1,1,1,5,3,1,2,3,1,5,1,1,2,0,0,2,5,1,5,0,3,0,1,5,1,3,3,5,5,0,2,4,2,4,4,5,3,4,4,4,4,5,2,4,4,5,1,8,1,,1,3,,1,,7,78,189,189,9,1,6,12,14,6,6,46,41,39,53,37,44530
2022-09-26 17:13:01,2022-09-26 17:39:47,0,76.176.149.0,100,1606,1,2022-09-26 17:39:47,R_2wRBzUEsNiAwW86,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17570047,A17570047,1,2,2,5,2,1,3,3,0,3,3,1,3,1,3,1,2,2,3,2,3,2,1,0,3,2,1,0,0,3,1,3,1,2,3,5,1,2,5,1,5,1,1,3,3,1,3,3,0,5,0,3,1,5,5,2,1,3,1,3,0,5,4,2,2,2,4,4,4,2,1,4,4,2,3,4,4,1,9,1,,1,1,,2,,6,189,189,189,,1,11,12,12,11,6,49,47,43,48,35,44985
2022-09-26 17:28:21,2022-09-26 18:02:09,0,75.80.36.44,100,2028,1,2022-09-26 18:02:09,R_3m9wXKE1kTOIyVT,,,,,32.7994,-117.1686,anonymous,EN,1,4,A16673575,A16673575,1,1,1,5,2,1,1,3,1,1,0,1,3,2,5,1,3,0,1,1,1,2,1,0,0,3,3,0,3,5,5,1,3,1,2,2,0,3,1,0,0,3,1,1,1,5,2,3,1,3,0,1,3,2,2,1,3,5,2,3,1,3,2,3,2,2,1,4,3,2,2,4,2,2,3,1,4,1,8,1,,1,1,,2,,8,189,189,189,,1,11,8,9,13,8,40,23,39,50,38,43205
2022-09-26 18:07:55,2022-09-26 18:23:10,0,69.196.43.125,100,914,1,2022-09-26 18:23:11,R_1TR3dkFvGJDATVD,,,,,32.5799,-117.0694,anonymous,EN,1,4,A16144186,A16144186,3,2,1,5,5,2,2,3,1,3,2,3,3,2,1,3,3,1,3,3,1,2,3,2,5,1,2,0,1,1,1,3,1,3,1,2,0,2,2,1,3,2,1,3,1,1,1,1,3,3,0,3,1,2,2,1,1,1,1,2,2,2,4,4,2,3,3,5,2,2,3,4,3,4,1,2,4,1,9,2,,2,3,,1,,7,37,37,189,19,1,13,12,11,10,12,37,48,36,40,28,45008
2022-09-26 18:05:14,2022-09-26 18:23:56,0,137.110.65.166,100,1121,1,2022-09-26 18:23:57,R_2Bm4d3XdYWaNn07,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16380735,A16380735,2,3,5,5,2,1,2,3,1,3,3,1,2,1,2,1,3,2,1,3,2,1,3,1,3,5,3,0,2,3,1,1,1,3,3,3,1,3,5,1,3,2,1,1,1,3,0,2,1,3,0,3,3,1,3,0,1,3,2,3,1,3,3,4,2,1,4,3,2,3,1,3,2,4,2,3,3,1,7,2,,2,1,,3,,5,189,189,189,,1,11,8,10,13,12,41,44,37,50,43,39811
2022-09-26 18:20:18,2022-09-26 18:33:43,0,72.220.200.234,100,805,1,2022-09-26 18:33:44,R_3LbWmdaFAbkuVDv,,,,,32.9728,-117.0379,anonymous,EN,1,4,A16400774,A16400774,5,2,3,5,5,1,5,2,0,2,5,3,2,0,0,1,3,1,2,5,5,2,1,0,3,5,5,0,1,3,0,0,1,2,3,5,1,3,5,0,5,2,1,3,0,0,1,3,1,5,0,5,1,2,3,0,0,3,1,3,1,5,4,3,2,3,4,2,3,3,2,2,4,4,3,3,2,1,8,2,,2,1,,8,"1,2,3",6,189,189,189,,1,10,10,8,10,10,46,57,39,55,42,44995
2022-09-26 18:33:05,2022-09-26 18:49:54,0,76.176.144.121,100,1009,1,2022-09-26 18:49:55,R_1KfoTIIJSBZtmzd,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15631447,A15631447,2,3,3,5,3,3,3,3,1,1,2,3,3,1,3,1,3,2,2,3,3,3,2,2,2,1,1,0,1,1,3,2,1,2,3,3,3,2,1,3,2,3,1,3,0,3,3,2,1,5,0,2,2,1,5,1,3,2,2,3,2,2,2,3,4,3,4,2,4,4,2,4,3,3,4,2,3,1,10,5,,2,2,,8,"2,3,7",6,189,189,189,,4,6,7,11,11,8,44,34,39,44,39,28822
2022-09-26 18:46:40,2022-09-26 19:02:29,0,128.54.23.146,100,948,1,2022-09-26 19:02:29,R_3GDiJDbHn8b4Ozt,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17184164,A17184164,1,2,1,3,2,3,3,3,3,3,3,1,1,2,3,2,3,1,3,3,3,3,3,1,2,3,3,5,3,1,3,1,1,3,1,5,3,2,5,3,1,5,1,1,0,3,1,5,3,5,0,3,0,3,5,0,1,3,0,2,2,3,3,2,2,3,2,3,3,4,3,2,4,2,4,3,2,1,8,2,,2,1,,8,"2,3",7,189,189,189,,1,8,10,6,9,7,35,39,44,39,45,40386
2022-09-26 19:09:40,2022-09-26 19:15:52,0,69.196.46.19,100,371,1,2022-09-26 19:15:52,R_1reQfUuqjmK3Nr0,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16211272,A16211272,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,8,2,,2,1,,1,,4,189,189,189,,4,9,9,9,9,9,36,36,36,36,36,37947
2022-09-26 19:09:15,2022-09-26 19:21:33,0,128.54.152.254,100,738,1,2022-09-26 19:21:35,R_26aM9ri3tDAttpa,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16725050,A16725050,0,3,5,3,5,1,3,3,0,2,5,3,2,0,1,0,3,3,1,3,3,1,5,1,3,5,5,0,0,1,3,0,1,3,3,3,5,1,3,0,3,3,1,1,0,3,0,2,3,3,0,3,5,1,3,1,0,3,3,0,0,5,2,3,4,5,2,1,3,3,4,2,4,2,4,4,2,1,7,5,,2,3,,2,,7,189,189,189,,1,7,7,6,5,8,35,46,32,51,54,44988
2022-09-26 19:17:08,2022-09-26 19:43:32,0,128.54.47.129,100,1583,1,2022-09-26 19:43:33,R_AyuHQPjhNeaUl9v,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17593418,A17593418,3,2,5,5,5,1,3,5,3,3,5,5,3,0,1,2,3,0,0,3,1,2,1,0,1,3,1,0,0,2,2,1,2,2,3,3,0,5,5,0,3,1,1,3,0,1,1,3,0,5,0,3,1,2,5,0,0,1,0,5,3,5,2,3,3,3,2,4,3,2,2,3,4,2,3,2,2,1,7,2,,2,1,,2,,7,189,189,189,,1,10,10,7,11,8,55,48,43,51,33,44885
2022-09-26 20:48:16,2022-09-26 21:03:15,0,99.76.231.12,100,898,1,2022-09-26 21:03:15,R_3MQgBHeNf8w2H8N,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17221874,A17221874,0,1,3,3,3,3,3,3,0,3,5,5,3,1,1,1,3,0,3,1,5,1,1,1,1,3,3,0,3,0,3,0,0,1,1,1,3,1,5,0,3,5,1,5,0,5,1,1,1,3,0,1,5,3,3,1,3,3,5,1,0,0,3,3,3,4,3,2,2,3,3,2,5,3,4,4,2,1,9,2,,2,3,,1,,7,189,189,189,,1,8,10,7,7,10,47,30,29,45,54,40545
2022-09-26 21:21:54,2022-09-26 21:43:03,0,128.54.183.16,100,1268,1,2022-09-26 21:43:03,R_3IyV8Qn7PQUnqLL,,,,,34.1332,-118.0325,anonymous,EN,1,4,A16778739,A16778739,1,1,3,3,3,2,2,3,1,3,5,3,3,2,3,1,2,2,3,3,3,2,3,0,3,5,2,0,2,3,1,1,1,3,1,5,2,1,1,1,3,3,1,2,2,1,2,3,3,3,0,3,3,2,3,2,1,3,3,0,1,3,3,3,2,3,3,5,3,2,1,4,4,4,2,3,3,1,7,2,,2,1,,3,,4,189,189,189,,1,12,12,10,11,10,34,47,33,42,47,45031
2022-09-26 21:51:10,2022-09-26 22:10:19,0,23.119.225.199,100,1148,1,2022-09-26 22:10:20,R_1Nlfb4xAetpJgZF,,,,,32.7404,-117.1355,anonymous,EN,1,4,A16778624,A16778624,0,2,3,3,3,3,5,3,0,3,3,3,3,1,2,2,3,2,2,3,3,2,1,0,2,2,3,0,1,3,2,1,2,0,3,5,2,3,5,3,3,3,2,3,1,3,2,3,2,3,0,3,3,3,2,0,1,2,3,2,0,5,5,3,4,2,3,4,4,4,2,2,4,3,4,2,3,1,6,2,,2,3,,6,,5,189,189,189,,1,6,13,8,12,8,46,45,39,49,44,41755
2022-09-26 22:29:10,2022-09-26 22:42:28,0,128.54.213.52,100,798,1,2022-09-26 22:42:28,R_wYLuAR1U8Az5Txv,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17361559,A17361559,0,2,1,5,5,3,3,3,3,3,3,2,3,2,2,1,2,1,3,3,5,2,3,2,3,3,3,0,3,3,5,0,1,1,3,3,3,1,2,3,5,3,1,3,1,3,1,2,3,5,0,3,1,5,3,0,1,5,3,1,2,3,2,3,4,4,3,5,4,3,4,3,4,3,3,4,3,1,6,1,,1,1,,2,,6,189,189,189,,1,8,11,9,6,8,37,44,36,42,50,45038
2022-09-27 10:24:00,2022-09-27 10:50:13,0,70.95.173.92,100,1573,1,2022-09-27 10:50:14,R_2Tq579pzIMm1fI8,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17569247,A17569247,3,2,1,2,2,1,2,3,1,1,2,3,2,3,2,2,2,1,2,2,1,2,1,1,2,2,1,0,3,2,3,2,2,2,3,2,2,1,3,3,2,1,0,2,1,2,2,2,3,2,0,2,1,1,1,2,1,2,2,1,3,2,3,2,2,3,2,4,2,3,4,4,3,3,3,3,2,1,8,1,,1,1,,1,,5,37,37,37,17,1,10,10,8,8,9,35,35,36,37,31,44898
2022-09-27 11:02:25,2022-09-27 11:15:45,0,128.54.146.121,100,800,1,2022-09-27 11:15:46,R_24daHtSkhZ6z1rZ,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17303370,A17303370,1,2,3,3,2,3,3,5,3,1,3,2,3,2,3,1,2,0,3,3,3,3,1,3,1,3,3,0,3,5,3,1,2,3,3,3,3,2,3,2,3,5,2,3,1,3,1,3,1,3,0,2,3,1,2,0,3,2,1,1,2,3,4,2,4,3,4,2,2,4,3,2,5,2,5,3,4,1,6,1,,1,1,,1,,3,189,189,189,,1,5,11,10,9,8,43,34,38,41,48,44801
2022-09-27 11:35:13,2022-09-27 11:52:17,0,128.54.31.107,100,1023,1,2022-09-27 11:52:18,R_2pMIINTpw2GfbMs,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17305312,A17305312,1,3,5,3,3,3,3,5,3,2,5,2,5,1,2,0,3,0,2,3,3,2,1,0,3,3,2,0,1,1,2,0,5,0,3,3,2,3,5,2,5,5,2,5,1,3,0,3,0,3,0,3,2,1,3,2,1,5,2,5,2,3,5,3,3,2,3,5,3,2,2,2,5,3,2,2,2,1,6,5,,2,4,Asexual,8,"1,3",7,189,189,189,,1,11,15,7,12,9,57,44,42,41,52,45048
2022-09-26 23:04:39,2022-09-27 13:55:15,0,69.196.45.176,100,53435,1,2022-09-27 13:55:17,R_30e0Txz8iua41MO,,,,,33.7338,-116.9299,anonymous,EN,1,4,A17398263,A17398263,0,1,5,3,1,3,3,5,1,3,5,5,1,2,3,0,3,0,2,5,3,3,3,1,2,5,3,0,2,2,3,0,2,0,2,3,1,2,3,3,5,3,1,0,3,2,3,2,2,3,0,3,1,0,2,1,3,5,3,3,3,3,3,1,4,4,4,3,5,2,5,2,4,1,4,5,1,1,6,2,,2,1,,8,"1,2",7,189,189,189,,4,8,10,7,4,3,42,40,33,38,48,44986
2022-09-27 13:50:53,2022-09-27 13:58:28,0,76.80.186.10,100,454,1,2022-09-27 13:58:29,R_247ckEF11iLQuGu,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17656342,A17656342,0,2,5,5,1,3,3,5,1,3,1,5,5,0,1,0,5,0,2,3,5,3,1,2,3,3,1,0,3,3,1,0,3,0,1,5,1,3,5,0,3,1,0,3,0,3,0,5,0,5,0,3,3,5,5,1,1,3,1,5,1,5,4,4,4,4,4,5,2,3,3,3,4,3,3,3,2,1,10,2,,2,3,,2,,7,189,189,189,,1,8,13,9,8,11,55,46,48,49,47,45084
2022-09-27 13:50:15,2022-09-27 13:59:14,0,107.132.34.107,100,539,1,2022-09-27 13:59:15,R_1qV4A1660bTVjOI,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17202859,A17202859,1,2,1,3,3,3,2,5,3,3,3,5,1,1,1,1,3,1,1,3,3,2,5,1,3,5,5,0,2,5,2,0,2,1,0,3,3,2,3,0,2,3,1,0,1,5,1,3,1,5,0,3,5,2,2,3,1,5,1,3,3,5,3,1,1,4,4,5,5,3,5,4,4,2,3,4,5,1,9,2,,2,3,,1,,6,171,37,189,20,1,11,12,13,5,4,37,44,36,42,52,40789
2022-09-27 13:56:44,2022-09-27 14:14:09,0,128.54.35.38,100,1045,1,2022-09-27 14:14:10,R_3e9AiSkikM4YfWA,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16311079,A16311079,0,1,2,3,3,3,3,3,3,5,3,3,2,1,0,0,3,0,2,3,3,1,0,3,5,3,5,0,3,3,5,0,1,3,2,3,1,2,2,3,3,2,1,3,3,1,0,1,1,5,0,3,2,2,3,1,1,1,1,3,2,3,4,2,4,3,5,2,3,4,3,4,2,3,3,2,2,1,8,1,,1,1,,2,,8,189,189,189,,1,7,8,11,10,8,43,48,33,38,46,45095
2022-09-27 15:48:49,2022-09-27 16:01:08,0,70.95.1.66,100,739,1,2022-09-27 16:01:09,R_6Ft2bh908FMX59T,,,,,32.9164,-117.1393,anonymous,EN,1,4,A1964552,A1964552,1,2,2,5,3,0,5,3,0,1,3,1,3,1,2,2,5,1,1,3,3,3,1,0,2,1,0,0,1,2,3,1,3,1,5,3,2,5,5,0,2,1,0,3,1,3,2,5,1,5,0,3,1,5,3,1,1,3,0,2,0,5,4,2,2,1,3,4,4,3,4,2,5,3,3,4,2,1,9,2,,2,3,,2,,8,189,189,189,,1,10,13,7,9,7,47,40,55,54,36,42389
2022-09-27 16:03:56,2022-09-27 16:16:18,0,70.95.71.171,100,742,1,2022-09-27 16:16:19,R_vvrmhZbUutbwxLb,,,,,32.9511,-117.2241,anonymous,EN,1,4,A17180332,A17180332,1,3,0,1,5,5,3,5,3,3,5,1,3,5,1,1,5,1,3,3,3,3,5,3,3,3,0,0,5,1,3,3,5,0,3,3,3,3,5,3,3,5,0,0,1,1,1,5,0,3,0,3,1,3,3,3,0,1,0,5,3,3,3,2,5,3,3,1,4,4,3,4,2,2,5,5,4,1,8,2,,2,3,,2,,7,189,189,189,,1,4,6,11,7,6,41,48,54,29,45,40551
