"","","","","","","","","Survey","Question 1","Question 2","Question 3","Question 4","Question 5"
"07/11/2022 12:30PM","07/11/2022 12:31PM","07/11/2022 09:00AM - 07/11/2022 9:59PM",65.347,"Yes","62cc7a4b7a5f6c0d9e38dcaf","0.0","0.0","Participant 155",,,,,"A14950762"
"07/11/2022 12:46PM","07/11/2022 12:49PM","07/11/2022 09:00AM - 07/11/2022 9:59PM",177.854,"Yes","62cc7df27a5f6c0d9e38dcc7","0.0","0.0","Participant 156",,,,,"A16039033"
"07/11/2022 1:49PM","07/11/2022 1:50PM","07/11/2022 09:00AM - 07/11/2022 9:59PM",48.725,"Yes","62cc8b837a5f6c0d9e38dd2c","0.0","0.0","Participant 157",,,,,"A14419006"
"07/11/2022 8:14PM","07/11/2022 8:15PM","07/11/2022 09:00AM - 07/11/2022 9:59PM",62.538,"Yes","62cce6f77a5f6c0d9e38de0e","0.0","0.0","Participant 158",,,,,"A15968083"
"07/13/2022 1:29PM","07/13/2022 1:31PM","07/13/2022 09:00AM - 07/13/2022 9:59PM",105.938,"Yes","62cf2aee138f210dca8ede84","0.0","0.0","Participant 160",,,,,"A17155936"
"07/14/2022 09:10AM","07/14/2022 09:13AM","07/14/2022 09:00AM - 07/14/2022 9:59PM",215.556,"Yes","62cfc58d9d4f4f0dec9fdef3","0.0","0.0","Participant 162",,,,,"A16502837"
"07/14/2022 4:34PM","07/14/2022 4:34PM","07/14/2022 09:00AM - 07/14/2022 9:59PM",25.285,"Yes","62d0a79c6be55d0dd928456f","0.0","0.0","Participant 163",,,,,"A16126711"
"07/14/2022 5:20PM","07/14/2022 5:23PM","07/14/2022 09:00AM - 07/14/2022 9:59PM",157.702,"Yes","62d0b2936be55d0dd9284592","0.0","0.0","Participant 164",,,,,"A16120596"
"07/15/2022 12:18PM","07/15/2022 12:19PM","07/15/2022 09:00AM - 07/15/2022 9:59PM",67.305,"Yes","62d1bd5a6be55d0dd92846f7","0.0","0.0","Participant 165",,,,,"A17135703"
"07/15/2022 1:14PM","07/15/2022 1:18PM","07/15/2022 09:00AM - 07/15/2022 9:59PM",245.997,"Yes","62d1ca5f6be55d0dd9284726","0.0","0.0","Participant 166",,,,,"A16234759"
"07/19/2022 2:04PM","07/19/2022 2:05PM","07/19/2022 09:00AM - 07/19/2022 9:59PM",68.754,"Yes","62d71c267bba140dd417e575","0.0","0.0","Participant 168",,,,,"A16095009"
"08/02/2022 2:31PM","08/02/2022 2:33PM","08/02/2022 09:00AM - 08/02/2022 9:59PM",122.757,"Yes","62e9970bedc1510debfb265f","0.0","0.0","Participant 170",,,,,"A16390073"
"08/02/2022 3:30PM","08/02/2022 3:33PM","08/02/2022 09:00AM - 08/02/2022 9:59PM",163.408,"Yes","62e9a54cedc1510debfb302d","0.0","0.0","Participant 171",,,,,"A17174059"
"08/02/2022 9:46PM","08/02/2022 9:47PM","08/02/2022 09:00AM - 08/02/2022 9:59PM",78.905,"Yes","62e9fd64edc1510debfb632c",,,"Participant 173",,,,,"A17188919"
"08/03/2022 3:34PM","08/03/2022 3:38PM","08/03/2022 09:00AM - 08/03/2022 9:59PM",285.287,"Yes","62ea870fedc1510debfbb355","0.0","0.0","Participant 174",,,,,"A16574127"
"08/04/2022 2:10PM","08/04/2022 2:10PM","08/04/2022 09:00AM - 08/04/2022 9:59PM",23.116,"Yes","62ec3331b5912e0de35bb90f","0.0","0.0","Participant 175",,,,,"A17195456"
"08/05/2022 12:28PM","08/05/2022 12:30PM","08/05/2022 09:00AM - 08/05/2022 9:59PM",121.325,"Yes","62ed6f4ee788b50df421e800","0.0","0.0","Participant 176",,,,,"A17579866"
"08/06/2022 9:25PM","08/06/2022 9:25PM","08/06/2022 09:00AM - 08/06/2022 9:59PM",35.392,"Yes","62ef3e6be788b50df4229242","0.0","0.0","Participant 177",,,,,"A17510516"
"08/10/2022 5:59PM","08/10/2022 6:01PM","08/10/2022 09:00AM - 08/10/2022 9:59PM",116.67,"Yes","62f3860fcee98c0e0b19743e","0.0","0.0","Participant 179",,,,,"A16804490"
"08/12/2022 11:13AM","08/12/2022 11:15AM","08/12/2022 09:00AM - 08/12/2022 9:59PM",92.788,"Yes","62f6983e74b0af0adce47aaf","0.0","0.0","Participant 180",,,,,"A17033945"
"08/13/2022 11:33AM","08/13/2022 11:35AM","08/13/2022 09:00AM - 08/13/2022 9:59PM",64.321,"Yes","62f7ee0a74b0af0adce4f0ff","0.0","0.0","Participant 182",,,,,"A15801153"
"08/14/2022 2:26PM","08/14/2022 2:26PM","08/14/2022 09:00AM - 08/14/2022 9:59PM",17.004,"Yes","62f9686774b0af0adce5660c",,,"Participant 183",,,,,"A16138045"
"08/15/2022 11:36AM","08/15/2022 11:37AM","08/15/2022 09:00AM - 08/15/2022 9:59PM",16.928,"Yes","62fa921274b0af0adce5dd1f",,,"Participant 184",,,,,"A16389617"
"08/16/2022 3:09PM","08/16/2022 3:11PM","08/16/2022 09:00AM - 08/16/2022 9:59PM",116.818,"Yes","62fc157674b0af0adce684ab","0.0","0.0","Participant 185",,,,,"A15446868"
"08/18/2022 9:52PM","08/18/2022 9:56PM","08/18/2022 09:00AM - 08/18/2022 9:59PM",196.726,"Yes","62ff16e6a13bb038b506b826","0.0","0.0","Participant 186",,,,,"A16431826"
"08/19/2022 5:01PM","08/19/2022 5:01PM","08/19/2022 09:00AM - 08/19/2022 9:59PM",21.539,"Yes","6300241d88d69b0adb9a1a92","0.0","0.0","Participant 188",,,,,"A15915904"
"08/20/2022 3:57PM","08/20/2022 3:58PM","08/20/2022 09:00AM - 08/20/2022 9:59PM",103.686,"Yes","6301666f88d69b0adb9a6608","0.0","0.0","Participant 189",,,,,"A15942349"
"08/20/2022 8:14PM","08/20/2022 8:17PM","08/20/2022 09:00AM - 08/20/2022 9:59PM",133.001,"Yes","6301a2bb88d69b0adb9a77ea","0.0","0.0","Participant 190",,,,,"A17220349"
"08/21/2022 4:42PM","08/21/2022 4:44PM","08/21/2022 09:00AM - 08/21/2022 9:59PM",131.937,"Yes","6302c29045883a0ac13b838f","0.0","0.0","Participant 191",,,,,"A16447015"
"08/22/2022 11:41AM","08/22/2022 11:43AM","08/22/2022 09:00AM - 08/22/2022 9:59PM",83.96,"Yes","6303cdb445883a0ac13bc6b4","0.0","0.0","Participant 192",,,,,"A16074760"
"08/22/2022 2:02PM","08/22/2022 2:02PM","08/22/2022 09:00AM - 08/22/2022 9:59PM",44.609,"Yes","6303eea145883a0ac13bdb8e","0.0","0.0","Participant 193",,,,,"A16760295"
"08/22/2022 2:15PM","08/22/2022 2:16PM","08/22/2022 09:00AM - 08/22/2022 9:59PM",52.789,"Yes","6303f1d445883a0ac13bdc91","0.0","0.0","Participant 194",,,,,"A16175342"
"08/22/2022 3:20PM","08/22/2022 3:21PM","08/22/2022 09:00AM - 08/22/2022 9:59PM",61.827,"Yes","630400f145883a0ac13be4e2","0.0","0.0","Participant 195",,,,,"A16580009"
"08/22/2022 4:03PM","08/22/2022 4:06PM","08/22/2022 09:00AM - 08/22/2022 9:59PM",131.655,"Yes","63040b1945883a0ac13be80f","0.0","0.0","Participant 196",,,,,"A15969704"
"08/22/2022 5:05PM","08/22/2022 5:06PM","08/22/2022 09:00AM - 08/22/2022 9:59PM",83.465,"Yes","6304199045883a0ac13bec43","0.0","0.0","Participant 197",,,,,"A15882194"
"08/23/2022 09:18AM","08/23/2022 09:20AM","08/23/2022 09:00AM - 08/23/2022 9:59PM",148.799,"Yes","630487c245883a0ac13c0a0c","0.0","0.0","Participant 199",,,,,"A16035732"
"08/23/2022 11:57AM","08/23/2022 12:06PM","08/23/2022 09:00AM - 08/23/2022 9:59PM",534.563,"Yes","6304966745883a0ac13c0aeb","0.0","0.0","Participant 200",,,,,"(A16353844) I was not present, I was feeling -1, I was experiencing inner speech, I was experiencing hunger, My inner speech was somewhat clear (5), I’d rate my inner speech a -1, I feel a moderate reaction to it (3), I personally don’t find it very interesting (1), I was being “social” (i was in an online zoom meeting for a group project)"
"08/23/2022 12:19PM","08/23/2022 12:22PM","08/23/2022 09:00AM - 08/23/2022 9:59PM",192.769,"Yes","6305256c45883a0ac13c4d97","0.0","0.0","Participant 201",,,,,"A15906644"
"08/23/2022 12:50PM","08/23/2022 12:52PM","08/23/2022 09:00AM - 08/23/2022 9:59PM",145.788,"Yes","63052f3d45883a0ac13c53b7","0.0","0.0","Participant 202",,,,,"A15754279"
"09/22/2022 11:30AM","09/22/2022 11:32AM","09/22/2022 09:00AM - 09/22/2022 9:59PM",112.989,"Yes","632ca9946ddee60b2d4b6919","0.0","0.0","Participant 203",,,,,"A17114525"
"09/22/2022 11:43AM","09/22/2022 11:44AM","09/22/2022 09:00AM - 09/22/2022 9:59PM",76.542,"Yes","632cac926ddee60b2d4b6be5","0.0","0.0","Participant 204",,,,,"A15912572"
"09/22/2022 11:47AM","09/22/2022 11:48AM","09/22/2022 09:00AM - 09/22/2022 9:59PM",19.313,"Yes","632cadbb6ddee60b2d4b6cc0",,,"Participant 205",,,,,"A17026735"
"09/22/2022 11:59AM","09/22/2022 12:01PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",91.553,"Yes","632cb0546ddee60b2d4b6f0a","0.0","0.0","Participant 206",,,,,"A16130175"
"09/22/2022 1:39PM","09/22/2022 1:45PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",325.343,"Yes","632cc7c96ddee60b2d4b8925","0.0","0.0","Participant 207",,,,,"A17052737"
"09/22/2022 3:22PM","09/22/2022 3:24PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",104.045,"Yes","632cdfdf6ddee60b2d4bb6bd","0.0","0.0","Participant 208",,,,,"A17578756"
"09/22/2022 4:27PM","09/22/2022 4:28PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",86.306,"Yes","632cef2e6ddee60b2d4bd77b","0.0","0.0","Participant 209",,,,,"A17565982"
"09/22/2022 5:15PM","09/22/2022 5:16PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",60.784,"Yes","632cfa6e6ddee60b2d4be438","0.0","0.0","Participant 210",,,,,"A16647033"
"09/22/2022 5:35PM","09/22/2022 5:37PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",117.614,"Yes","632cfee56ddee60b2d4bea2b","0.0","0.0","Participant 211",,,,,"A17663517"
"09/22/2022 6:11PM","09/22/2022 6:13PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",76.87,"Yes","632d07a36ddee60b2d4bf54b","0.0","0.0","Participant 212",,,,,"A16276085"
"09/22/2022 7:59PM","09/22/2022 8:00PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",79.093,"Yes","632d1f986ddee60b2d4c048f","0.0","0.0","Participant 213",,,,,"A16763748"
"09/22/2022 9:24PM","09/22/2022 9:29PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",260.155,"Yes","632d34dc6ddee60b2d4c0bbe",,,"Participant 214",,,,,"A16936015"
"09/22/2022 9:57PM","09/22/2022 9:57PM","09/22/2022 09:00AM - 09/22/2022 9:59PM",11.245,"Yes","632d3c536ddee60b2d4c0dd5",,,"Participant 215",,,,,"A16630280"
"09/23/2022 10:16AM","09/23/2022 10:18AM","09/23/2022 09:00AM - 09/23/2022 9:59PM",103.369,"Yes","632de98a6ddee60b2d4c7434",,,"Participant 216",,,,,"A16350918"
"09/23/2022 11:40AM","09/23/2022 11:41AM","09/23/2022 09:00AM - 09/23/2022 9:59PM",92.881,"Yes","632dfd566ddee60b2d4c94bf","0.0","0.0","Participant 217",,,,,"A16631680"
"09/23/2022 12:08PM","09/23/2022 12:10PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",156.572,"Yes","632e03e26ddee60b2d4ca0ea","0.0","0.0","Participant 218",,,,,"A16155225"
"09/23/2022 12:24PM","09/23/2022 12:25PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",82.591,"Yes","632e078f6ddee60b2d4ca9a5",,,"Participant 219",,,,,"A17269798"
"09/23/2022 1:06PM","09/23/2022 1:06PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",23.102,"Yes","632e11786ddee60b2d4cb87b","0.0","0.0","Participant 220",,,,,"A17664454"
"09/23/2022 2:34PM","09/23/2022 2:37PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",171.301,"Yes","632e26156ddee60b2d4cdb6d","0.0","0.0","Participant 221",,,,,"A16630851"
"09/23/2022 4:16PM","09/23/2022 4:17PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",114.663,"Yes","632e3e09ad42840b308d1355","0.0","0.0","Participant 222",,,,,"A15963367"
"09/23/2022 4:35PM","09/23/2022 4:36PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",53.81,"Yes","632e4281ad42840b308d1cbc","0.0","0.0","Participant 223",,,,,"A16480840"
"09/23/2022 6:23PM","09/23/2022 6:25PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",95.426,"Yes","632e5bd3ad42840b308d3f77","0.0","0.0","Participant 224",,,,,"A16725733"
"09/23/2022 9:42PM","09/23/2022 9:43PM","09/23/2022 09:00AM - 09/23/2022 9:59PM",90.113,"Yes","632e8a60ad42840b308d6020","0.0","0.0","Participant 225",,,,,"A17410492"
"09/24/2022 09:00AM","09/24/2022 09:01AM","09/24/2022 09:00AM - 09/24/2022 9:59PM",34.512,"Yes","632ec0bdad42840b308d71b1",,,"Participant 227",,,,,"A15883162"
"09/24/2022 11:36AM","09/24/2022 11:39AM","09/24/2022 09:00AM - 09/24/2022 9:59PM",165.59,"Yes","632f4ddaad42840b308def24","0.0","0.0","Participant 228",,,,,"A16359348"
"09/24/2022 11:38AM","09/24/2022 11:40AM","09/24/2022 09:00AM - 09/24/2022 9:59PM",99.086,"Yes","632f4e88ad42840b308df189","0.0","0.0","Participant 229",,,,,"A16859945"
"09/24/2022 12:28PM","09/24/2022 12:30PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",102.761,"Yes","632f5a0cad42840b308e04d9","0.0","0.0","Participant 230",,,,,"A17370343"
"09/24/2022 1:58PM","09/24/2022 2:00PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",100.201,"Yes","632f6f4dad42840b308e20b6","0.0","0.0","Participant 231",,,,,"A17136046"
"09/24/2022 4:05PM","09/24/2022 4:07PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",103.937,"Yes","632f8cf6ad42840b308e6440","0.0","0.0","Participant 232",,,,,"A16645517"
"09/24/2022 4:13PM","09/24/2022 4:15PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",91.737,"Yes","632f8f0aad42840b308e69e2",,,"Participant 233",,,,,"A16337275"
"09/24/2022 4:59PM","09/24/2022 5:01PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",90.793,"Yes","632f996dad42840b308e7872","0.0","0.0","Participant 234",,,,,"A16267708"
"09/24/2022 5:01PM","09/24/2022 5:04PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",167.951,"Yes","632f99f5ad42840b308e7906","0.0","0.0","Participant 235",,,,,"A17622968"
"09/24/2022 5:05PM","09/24/2022 5:07PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",78.583,"Yes","632f9afead42840b308e7b49",,,"Participant 236",,,,,"A17169064"
"09/24/2022 6:43PM","09/24/2022 6:45PM","09/24/2022 09:00AM - 09/24/2022 9:59PM",140.882,"Yes","632fb1ffad42840b308e96e7","0.0","0.0","Participant 237",,,,,"A17014173"
"09/25/2022 11:21AM","09/25/2022 11:21AM","09/25/2022 09:00AM - 09/25/2022 9:59PM",26.86,"Yes","63309badad42840b308f3ee7",,,"Participant 239",,,,,"A17567743"
"09/25/2022 1:40PM","09/25/2022 1:42PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",88.678,"Yes","6330bca0ad42840b308f7927","0.0","0.0","Participant 240",,,,,"A17266339"
"09/25/2022 1:52PM","09/25/2022 1:55PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",171.99,"Yes","6330bf48ad42840b308f7e3e","0.0","0.0","Participant 241",,,,,"A16322095"
"09/25/2022 1:57PM","09/25/2022 1:59PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",86.539,"Yes","6330c0a0ad42840b308f8051","0.0","0.0","Participant 242",,,,,"A17158214"
"09/25/2022 3:44PM","09/25/2022 3:45PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",85.896,"Yes","6330d996ad42840b308fb892","0.0","0.0","Participant 243",,,,,"A16996276"
"09/25/2022 5:15PM","09/25/2022 5:17PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",118.381,"Yes","6330eea2ad42840b308fe51f","0.0","0.0","Participant 244",,,,,"A14854922"
"09/25/2022 5:48PM","09/25/2022 5:48PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",41.046,"Yes","6330f68aad42840b308ff10f","0.0","0.0","Participant 245",,,,,"A15857116"
"09/25/2022 7:10PM","09/25/2022 7:12PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",94.403,"Yes","633109e6ad42840b30900df6","0.0","0.0","Participant 246",,,,,"A17292252"
"09/25/2022 7:13PM","09/25/2022 7:16PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",133.222,"Yes","63310ab1ad42840b30900f26","0.0","0.0","Participant 247",,,,,"A17589290"
"09/25/2022 9:53PM","09/25/2022 9:54PM","09/25/2022 09:00AM - 09/25/2022 9:59PM",80.7,"Yes","63313006ad42840b30902d8e","0.0","0.0","Participant 248",,,,,"A16454660"
"09/26/2022 1:01PM","09/26/2022 1:05PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",202.293,"Yes","63315a50ad42840b30903c79","0.0","0.0","Participant 249",,,,,"A15590578"
"09/26/2022 12:34PM","09/26/2022 12:35PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",90.212,"Yes","6331fe7d73b9cd0b26e45066","0.0","0.0","Participant 250",,,,,"A15902943"
"09/26/2022 1:14PM","09/26/2022 1:15PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",45.708,"Yes","633207ed73b9cd0b26e460f5","0.0","0.0","Participant 251",,,,,"A16364334"
"09/26/2022 1:33PM","09/26/2022 1:34PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",61.095,"Yes","63320c5573b9cd0b26e46a45","0.0","0.0","Participant 252",,,,,"A17039684"
"09/26/2022 1:39PM","09/26/2022 1:40PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",57.561,"Yes","63320dc673b9cd0b26e46e41","0.0","0.0","Participant 253",,,,,"A16430110"
"09/26/2022 1:45PM","09/26/2022 1:46PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",26.756,"Yes","63320f3473b9cd0b26e4716b","0.0","0.0","Participant 254",,,,,"A16821066"
"09/26/2022 2:29PM","09/26/2022 2:30PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",64.148,"Yes","6332198d73b9cd0b26e48d3c","0.0","0.0","Participant 255",,,,,"A16758812"
"09/26/2022 2:50PM","09/26/2022 2:52PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",159.597,"Yes","63321e1873b9cd0b26e496bb",,,"Participant 256",,,,,"15923903"
"09/26/2022 3:28PM","09/26/2022 3:29PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",68.971,"Yes","6332277473b9cd0b26e4ba9d","0.0","0.0","Participant 257",,,,,"A16941617"
"09/26/2022 4:09PM","09/26/2022 4:11PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",175.22,"Yes","6332309273b9cd0b26e4db6f","0.0","0.0","Participant 258",,,,,"A17177136"
"09/26/2022 4:09PM","09/26/2022 4:10PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",54.762,"Yes","633230ff73b9cd0b26e4dc2f","0.0","0.0","Participant 259",,,,,"A17570381"
"09/26/2022 4:35PM","09/26/2022 4:37PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",131.787,"Yes","6332370f73b9cd0b26e4e38c","0.0","0.0","Participant 260",,,,,"A17570047"
"09/26/2022 4:37PM","09/26/2022 4:37PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",17.587,"Yes","6332376573b9cd0b26e4e458","0.0","0.0","Participant 261",,,,,"A16662467"
"09/26/2022 5:00PM","09/26/2022 5:01PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",67.627,"Yes","63323cde73b9cd0b26e4eea8","0.0","0.0","Participant 262",,,,,"A16673575"
"09/26/2022 5:21PM","09/26/2022 5:23PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",79.059,"Yes","633241e773b9cd0b26e4f9dd","0.0","0.0","Participant 263",,,,,"A16144186"
"09/26/2022 5:22PM","09/26/2022 5:22PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",36.874,"Yes","6332413e73b9cd0b26e4f824","0.0","0.0","Participant 264",,,,,"A16380735"
"09/26/2022 5:31PM","09/26/2022 5:32PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",74.348,"Yes","6332442273b9cd0b26e4fe56","0.0","0.0","Participant 265",,,,,"A16400774"
"09/26/2022 5:46PM","09/26/2022 5:49PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",166.297,"Yes","6332479873b9cd0b26e504fd","0.0","0.0","Participant 266",,,,,"A15631447"
"09/26/2022 6:00PM","09/26/2022 6:02PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",72.974,"Yes","63324add73b9cd0b26e50c13","0.0","0.0","Participant 267",,,,,"A17184164"
"09/26/2022 6:14PM","09/26/2022 6:15PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",30.045,"Yes","63324e5773b9cd0b26e51473","0.0","0.0","Participant 268",,,,,"A16211272"
"09/26/2022 6:20PM","09/26/2022 6:21PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",47.12,"Yes","63324fc173b9cd0b26e515cb","0.0","0.0","Participant 269",,,,,"A16725050"
"09/26/2022 6:25PM","09/26/2022 6:26PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",50.828,"Yes","633250d473b9cd0b26e517d9","0.0","0.0","Participant 270",,,,,"A17305934"
"09/26/2022 6:28PM","09/26/2022 6:28PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",20.027,"Yes","6332517b73b9cd0b26e518d7","0.0","0.0","Participant 271",,,,,"A14578625"
"09/26/2022 6:38PM","09/26/2022 6:41PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",188.044,"Yes","633253e973b9cd0b26e51c32","0.0","0.0","Participant 272",,,,,"A17593418"
"09/26/2022 8:01PM","09/26/2022 8:02PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",64.597,"Yes","6332676e73b9cd0b26e53550","0.0","0.0","Participant 273",,,,,"A17221874"
"09/26/2022 8:40PM","09/26/2022 8:42PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",163.929,"Yes","6332704e73b9cd0b26e5402e","0.0","0.0","Participant 274",,,,,"A16778739"
"09/26/2022 9:08PM","09/26/2022 9:09PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",40.841,"Yes","6332771273b9cd0b26e5457b","0.0","0.0","Participant 275",,,,,"A16778624"
"09/26/2022 9:23PM","09/26/2022 9:26PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",135.686,"Yes","63327aae73b9cd0b26e54775","0.0","0.0","Participant 276",,,,,"A17066962"
"09/26/2022 9:40PM","09/26/2022 9:41PM","09/26/2022 09:00AM - 09/26/2022 9:59PM",56.93,"Yes","63327e9f73b9cd0b26e54967","0.0","0.0","Participant 277",,,,,"A17361559"
"09/27/2022 09:48AM","09/27/2022 09:49AM","09/27/2022 09:00AM - 09/27/2022 9:59PM",90.531,"Yes","63332916acbe790b40f66c4a","0.0","0.0","Participant 279",,,,,"A17569247"
"09/27/2022 10:13AM","09/27/2022 10:15AM","09/27/2022 09:00AM - 09/27/2022 9:59PM",71.808,"Yes","63332f30acbe790b40f6781c","0.0","0.0","Participant 280",,,,,"A17303370"
"09/27/2022 10:49AM","09/27/2022 10:50AM","09/27/2022 09:00AM - 09/27/2022 9:59PM",47.488,"Yes","6333379cacbe790b40f68b4d",,,"Participant 281",,,,,"A17305312"
"09/27/2022 12:56PM","09/27/2022 12:58PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",86.463,"Yes","63335567fba7ab0b2d3750bf","0.0","0.0","Participant 282",,,,,"A17656342"
"09/27/2022 12:58PM","09/27/2022 12:58PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",21.353,"Yes","633355b0fba7ab0b2d375144","0.0","0.0","Participant 283",,,,,"A17202859"
"09/27/2022 1:12PM","09/27/2022 1:13PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",59.426,"Yes","63335906fba7ab0b2d375742","0.0","0.0","Participant 284",,,,,"A16311079"
"09/27/2022 2:58PM","09/27/2022 3:00PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",119.985,"Yes","633371dafba7ab0b2d3789fd","0.0","0.0","Participant 285",,,,,"A15964552"
"09/27/2022 3:13PM","09/27/2022 3:15PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",65.156,"Yes","6333757bfba7ab0b2d379ff0","0.0","0.0","Participant 286",,,,,"A17180332"
"09/27/2022 3:53PM","09/27/2022 3:54PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",44.227,"Yes","63337eb3fba7ab0b2d37c0c3","0.0","0.0","Participant 287",,,,,"A17130119"
"09/27/2022 4:42PM","09/27/2022 4:43PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",56.318,"Yes","63338a32fba7ab0b2d37de06","0.0","0.0","Participant 288",,,,,"A17161125"
"09/27/2022 5:20PM","09/27/2022 5:22PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",113.531,"Yes","633392d7fba7ab0b2d37f533","0.0","0.0","Participant 290",,,,,"A16992079"
"09/27/2022 7:07PM","09/27/2022 7:08PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",58.934,"Yes","6333ac3cfba7ab0b2d382d66","0.0","0.0","Participant 291",,,,,"A16195180"
"09/27/2022 7:10PM","09/27/2022 7:13PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",204.599,"Yes","6333acadfba7ab0b2d382e9f","0.0","0.0","Participant 292",,,,,"A17467418"
"09/27/2022 7:11PM","09/27/2022 7:12PM","09/27/2022 09:00AM - 09/27/2022 9:59PM",86.44,"Yes","6333ac6bfba7ab0b2d382dfb","0.0","0.0","Participant 293",,,,,"A16831101"
"09/28/2022 4:15PM","09/28/2022 4:17PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",114.941,"Yes","6333f294fba7ab0b2d38735b","0.0","0.0","Participant 294",,,,,"A17044286"
"09/28/2022 11:38AM","09/28/2022 11:39AM","09/28/2022 09:00AM - 09/28/2022 9:59PM",77.624,"Yes","6333f30efba7ab0b2d387397","0.0","0.0","Participant 295",,,,,"A16375907"
"09/28/2022 11:52AM","09/28/2022 11:55AM","09/28/2022 09:00AM - 09/28/2022 9:59PM",172.381,"Yes","633497765223170b402c561f","0.0","0.0","Participant 296",,,,,"A17597444"
"09/28/2022 1:00PM","09/28/2022 1:01PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",75.845,"Yes","6334a7bf75dace0b4575e129","0.0","0.0","Participant 297",,,,,"A16671687"
"09/28/2022 1:32PM","09/28/2022 1:34PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",98.995,"Yes","6334af3175dace0b4575f164","0.0","0.0","Participant 298",,,,,"A17389998"
"09/28/2022 1:51PM","09/28/2022 1:52PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",77.155,"Yes","6334b38f75dace0b457600dc","0.0","0.0","Participant 299",,,,,"A17632280"
